code,name,mv_mean,amount_mean,profit,主营产品名称,主营产品类型,公司简介
688508.SH,芯朋微,1216289.2573770492,217647.07189211616,201280924.67,标准电源类芯片、工业驱动类芯片、芯朋微HV高压产品线、芯朋微LED照明应用芯片、芯朋微LV 低压产品线、芯朋微家用电器应用芯片、芯朋微手持设备应用芯片、移动数码类芯片、智能家电类芯片,电子元器件,公司是国内智能家电、标准电源、移动数码等行业电源管理芯片的重要供应商，在国内生活家电、标准电源等领域实现对进口品牌的大批量替代，并在大家电、工业电源及驱动等领域率先实现突破。公司产品的知名终端客户主要包括美的、格力、创维、飞利浦、苏泊尔、九阳、莱克、中兴通讯、华为等。公司是享受国家规划布局内重点集成电路设计企业税收优惠的企业和高新技术企业、中国电源学会常务理事单位，主持或参与了《家用电器待机功率测量方法》、《智能家用电器通用技术要求》和《智能家用电器系统架构和参考模型》等多项家电国家标准的起草制定，获得了中国半导体行业协会颁发的“第六届中国半导体创新产品”、2019年第十四届“中国芯-优秀技术创新产品奖”等多项行业荣誉和奖项。
688106.SH,金宏气体,1201319.8966016392,140610.44748547717,167067568.61,金宏气体超纯氨、金宏气体硅烷、金宏气体氦气、金宏气体合成气体二氧化碳、金宏气体合成气体氢气、金宏气体合成气体乙炔、金宏气体混合气、金宏气体空分气体氮气、金宏气体空分气体氩气、金宏气体空分气体氧气、金宏气体医用氧,特种气体,公司是一家专业从事气体研发、生产、销售和服务的环保集约型综合气体供应商。经过20余年的探索和发展，公司目前已初步建立品类完备、布局合理、配送可靠的气体供应和服务网络，能够为客户提供特种气体、大宗气体和天然气三大类100多个气体品种。公司通过空气分离、化学合成、物理提纯、充装及尾气回收等多种工艺为客户提供多品种的气体产品，满足市场的多样化需求。“金宏气体”品牌先后被苏州市工商行政管理局认定为“苏州市知名商标”，江苏省工商行政管理局认定为“江苏省著名商标”和国家工商行政管理总局认定为“驰名商标”。公司注重研发创新，设有CNAS实验室、研发中心、博士后科研工作站、江苏省特种气体及吸附剂制备工程技术研究中心等。公司把应用于电子半导体领域的特种气体和大宗气体作为重点研发方向，公司研发并投产的超纯氨、高纯氧化亚氮等超高纯气体得到了国内知名电子半导体厂商的认可。公司拥有贯穿气体生产、提纯、检测、运输、使用全过程的多项核心技术。
300666.SZ,江丰电子,1173918.2050456149,339731.86349377595,106626738.28,铬靶、钴靶、铝靶、镍靶、钛靶及钛环、钽靶及钽环、陶瓷靶、铜靶、钨钛靶,电子元器件,公司自成立以来一直从事高纯溅射靶材的研发、生产和销售业务，主要产品为各种高纯溅射靶材，包括铝靶、钛靶、钽靶、钨钛靶等，这些产品主要应用于半导体(主要为超大规模集成电路领域)、平板显示、太阳能等领域。超高纯金属及溅射靶材是生产超大规模集成电路的关键材料之一，公司的超高纯金属溅射靶材产品已应用于世界著名半导体厂商的最先端制造工艺，在16纳米技术节点实现批量供货，同时还满足了国内厂商28纳米技术节点的量产需求。
300101.SZ,振芯科技,1135396.093852459,490667.2066846473,151478499.1,GM4610 RDSS微波收发电路、GM4620 RNSS微波接收电路、GM4670 基带信号处理芯片、GM4951 400MHz直接数字频率合成器、GM8283/GM8284 28位可编程数据选通Channel-Link发送器/接收器、北斗导航应用服务中心、北斗卫星导航定位应用系统、车载型终端、船载型终端、海上救生型终端、手持型终端、授时型终端、指挥型终端,通信系统与平台,公司多年来致力于围绕北斗卫星导航应用的“元器件-终端-系统”产业链提供产品和服务，拥有北斗分理级和终端级的民用运营服务资质，被列为国家重点支持的北斗系列终端产业化基地。主要产品包括北斗卫星导航应用关键元器件、高性能集成电路、北斗卫星导航终端及北斗卫星导航定位应用系统，自主研制生产的多种北斗卫星导航应用终端已广泛应用于国防、地质、电力、交通运输、公共安全、通信、水利、林业等专业应用领域。公司是入驻国家集成电路设计成都产业化基地的首批企业之一，是四川省第三批建设创新型培育企业、四川省集成电路设计产业技术创新联盟成员单位，也是航空、船舶等国有大型科技工业企业的电子元器件配套定点单位，通过了GB/T19001-2008idt ISO9001:2008质量体系认证。
002079.SZ,苏州固锝,1013202.3908285247,487077.03536099585,217714402.67,固锝电子玻璃钝化超快速整流二极管、固锝电子玻璃钝化高效整流二极管、固锝电子玻璃钝化快速恢复整流二极管、固锝电子玻璃钝化整流二极管、固锝电子超高速整流二极管、固锝电子超快速恢复整流二极管、固锝电子大电流硅整流桥堆、固锝电子高速开关二极管、固锝电子高速整流二极管、固锝电子高效整流二极管、固锝电子快速恢复整流二极管、固锝电子齐纳稳压管、固锝电子通用塑封整流二极管、固锝电子肖特基二极管、固锝电子肖特基整流二极管、固锝电子一般整流二极管,半导体分立器件,公司是国内半导体分立器件二极管行业最完善、最齐全的设计、制造、封装、销售的厂商，从前端芯片的自主开发到后端成品的各种封装技术，形成了一个完整的产业链。主要产品包括最新封装技术的无引脚集成电路产品和分立器件产品、汽车整流二极管、功率模块、整流二极管芯片、硅整流二极管、开关二极管、稳压二极管、微型桥堆、军用熔断丝、光伏旁路模块等共有多个系列品种。产品广泛应用在航空航天、汽车、绿色照明、IT、家用电器以及大型设备的电源装置等许多领域。设计、研发太阳能电池用银浆以及各种电子浆料，研发并规模化生产物联网领域各种新型传感器。公司是中国电子行业半导体十大知名企业、江苏省高新技术企业、中国半导体分立器件协会副理事长企业。
300260.SZ,新莱应材,1012543.6831575001,186774.29195850625,169811133.29,泵、阀门、法兰、管道、管件、真空室,钢管类、专用设备与零部件,公司一直专注于超高洁净应用材料的研究、制造与销售。产品领域涵盖食品安全(乳品、饮料、酒、调味品等)、生物医药(血液制品、单抗、疫苗、大分子药物、胰岛素等)、真空与半导体(IC、LED、面板、太阳能光伏、科学研究、航天航太等)，公司是超高洁净设备关键部件的专业供应商。公司持续提供更安全、更可靠的超高洁净材料，为实现“成为全球洁净材料及设备的领导者”不断努力创新。公司全资子公司山东碧海包装材料有限公司掌握纸铝塑复合无菌材料生产技术，并引进了国际先进的包装材料生产线，着力打造纸铝塑复合液态食品无菌包装纸行业一流产品。同时经过多年努力，山东碧海已掌握多项包装机械领域核心技术，自主研发了多种新型无菌纸盒灌装机、自动贴管机、自动贴盖机等，为乳品、饮料等客户提供整体解决方案。
688595.SH,芯海科技,982213.1147540984,177423.04533195018,95622641.67,工业测量芯片、通用微控制器芯片、芯海科技ADC芯片、芯海科技MCU芯片、芯海科技SOC芯片、芯海科技电能计量芯片、芯海科技蓝牙模块、压力触控芯片、智慧家居感知芯片、智慧健康芯片,集成电路,"公司是一家集感知、计算、控制于一体的全信号链芯片设计企业，专注于高精度ADC、高性能MCU、测量算法以及物联网一站式解决方案的研发设计。采用Fabless经营模式，其芯片产品广泛应用于智慧健康、压力触控、智慧家居感知、工业测量、通用微控制器等领域,公司拥有完整的信号链芯片设计能力，核心技术为高精度的ADC技术及高可靠性MCU技术,基于对低速高精度ADC技术及高可靠性MCU技术的深刻理解，公司掌握了全信号链芯片设计技术，研制出智慧IC+智能算法、云平台、人工智能、大数据于一体的一站式服务方案，并与华为、Vivo、小米、魅族、美的、海尔、香山衡器、乐心医疗等知名终端客户建立了紧密的合作,公司在诸多方面取得显著成绩：荣获2019年第四届中国IoT技术创新奖,“优秀技术创新产品”称号等多项荣誉。"
002549.SZ,凯美特气,963284.2008196721,204471.32462240662,138808148.09,干冰Q/NJZ01-1995、液体二氧化碳（食品添加剂）,特种气体,公司是国内以化工尾气为原料，年产能大的食品级液体二氧化碳生产企业。主营业务为以石油化工尾气(废气)、火炬气为原料生产干冰、液体二氧化碳、食品添加剂液体二氧化碳、食品添加剂氮气及其他工业气体生产及销售，塑料制品的生产及销售，仓储(不含危险爆炸物品)、租赁、货物运输主要从事干冰、食品添加剂液体二氧化碳及其他工业气体的研发、生产和销售业务，产品广泛应用于饮料、冶金、食品、烟草、石油、农业、化工、电子等多个领域。主要产品为液体二氧化碳(全部为食品级)和干冰(即固态二氧化碳)，公司的主要产品广泛应用于饮料、冶金、食品、烟草、石油、农业、化工、电子等多个领域。公司是中国工业气体协会二氧化碳专业委员会会员单位，已通过ISO9001国际质量管理体系、ISO14001环境管理体系、ISO18001职业健康安全管理体系、HACCP食品卫生安全体系及社会责任的认证。
000016.SZ,深康佳A,936114.353342623,121717.3076637931,905352997.68,康佳彩电、康佳电冰箱、康佳手机、康佳液晶电视、康佳液晶显示器,视频产品、显示设备、移动通讯设备与配件、制冷器具,公司主要从事彩色电视机、手机、白色家电、厨卫电器，净水系列、日用生活电器、LED、机顶盒及相关产品的研发、制造和销售，兼及精密模具、注塑件、高频头、印制板、变压器及手机电池等配套业务，是中国领先的电子信息企业。公司拥有覆盖面广、服务完善的营销服务网络，在国内建立了多个营销分公司、数百个销售经营部及多个维修服务网点，海外业务也已拓展到世界多个国家和地区。公司按照“科技+产业+城镇化”的发展方向和“硬件+软件、终端+用户、科技+投控”的发展模式，以消费电子业务为基础，以“科技+投控”复合能力为支撑，向战略性新兴产业升级、向产业地产业务拓展、向互联网及供应链服务业务延伸，形成科技园区业务群、产业产品业务群、平台服务业务群和投资金融业务群四大业务群协同发展的全新局面。
002023.SZ,海特高新,920896.7897570903,318804.9844771784,735828252.89,海特高新公务机中小型发动机维修、海特高新航空机载设备检测维修、海特高新航空技术服务、开发与转让、海特高新航空检测设备销售、海特高新航空培训、海特高新支线飞机中小型发动机维修、海特高新直升机中小型发动机维修,航空检测维修、航空零部件、机场货运服务、教育培训服务,公司是我国现代飞机机载设备维修规模最大、维修设备最全、用户覆盖面最广的航空维修企业，也是中国至今唯一一家以航空维修为主的上市企业，公司主要从事航空机载设备的检测、维护、修理及支线飞机、直升机及公务机中小型发动机的维修，航空技术及软件开发，航空机载设备及航空测试设备的研制和销售业务，公司坚持“质量第一，服务航空”的质量管理方针，先后通过和获得了ISO9001：2000国际质量体系认证、CAAC适航维修许可认证、FAA认证，中国民航局、中国香港民航处、中国澳门民航局联合维修管理(JMM)认证以及《零部件制造人批准书》等资质认证和证书。产品品种涉及波音、空客系列及各类支线飞机、通用飞机、直升机、公务机等40多种机型；客户涵盖中国国际航空公司、中国南方航空公司、中国东方航空公司等国家骨干航空企业，以及几乎所有地方航空公司、民营航空公司、中航集团和飞行院校、培训中心(公司)等。
688268.SH,华特气体,899780.655737705,113049.88170124483,129320325.37,普通工业气体、气体设备与工程、特种气体,其他化学品、特种气体、专用设备与零部件,公司是一家致力于特种气体国产化，并率先打破极大规模集成电路、新型显示面板等尖端领域气体材料进口制约的民族气体厂商，主营业务以特种气体的研发、生产及销售为核心，辅以普通工业气体和相关气体设备与工程业务，提供气体一站式综合应用解决方案。经过近二十年的发展，公司的技术积累日益深厚，已获授权专利87项、参与制定28项国家标准，承担了国家重大科技专项(02专项)中的《高纯三氟甲烷的研发与中试》课题、广东省教育厅产学研结合项目《半导体材料用氟碳系列气体产品的开发与应用》、广东省战略性新兴产业区域集聚发展试点重点项目《平板显示器用特种气体》等重点科研项目，并于2017年作为唯一的气体公司入选“中国电子化工材料专业十强”。
600770.SH,综艺股份,871340.9836065574,151661.51128630704,59874989.03,综艺股份BOGIASTVDID内衣、综艺股份e商2000系列软件、综艺股份Soft OA系统、综艺股份北京神州龙芯、综艺股份服装进出口贸易、综艺股份广东公交非接触IC卡、综艺股份环球胶合板、综艺股份环球木芯板、综艺股份环球细木工板、综艺股份连邦软件专卖店、综艺股份丝绸进出口贸易、综艺股份苏富特Soft eHR、综艺股份综艺数码城,ERP软件、OA软件、行业专用软件、集成电路、进出口贸易、开发区园区、内衣、人造板、软件专卖店,公司是“以新能源为龙头，信息科技和股权投资为两翼”的国际性高科技投资控股集团，公司业务领域涵盖新能源、新材料、信息科技三大国家重点战略产业。公司旗下拥有多家国家级高新技术企业，分处于产业体系的不同环节，并在芯片开发、设计、应用等细分领域内保持了不同程度的技术领先优势和竞争力；同时，业务的关联、资源的共享，亦有利于下属企业间的协同发展。公司控股子公司毅能达是国内最早从事智能卡产业发展的制造商之一，经过二十多年的稳健经营，积累了丰富的智能卡技术研发和产品制造经验，旗下产品应用范围覆盖了全国数十个省、市、自治区，在社保、医疗、交通、电信、教育、金融、政府、商业、个人身份识别等与民生息息相关的各个领域得到了广泛应用，拥有稳定增长的客户资源、多项科技软件业务资质、先进的生产设备，以及技术、运营管理等方面的丰富经验，形成了有力的核心竞争力。
002169.SZ,智光电气,829002.5555221967,433084.7767219917,335844444.79,智光电气电机控制与节能、智光电气电气监控与能量管理系统、智光电气高压变频调速系统、智光电气供用电控制与自动化、智光电气消弧选线成套装置,变电设备、继电保护及调度自动化,"公司是一家在电气控制与自动化领域里具有自主创新能力和高成长性的高新技术企业,主要从事电网安全与控制设备、电机控制与节能设备、供用电控制与自动化设备及电力信息化系统研发、设计、生产和销售。一直专注于电气智能化控制技术的研究以及产品开发、产业化和应用；致力于能源动力领域节能增效技术研究以及解决方案设计、工程应用和服务提供。同时公司全方位开展清洁能源、可再生能源等新能源、分布式能源与传统能源相结合的技术研究和综合利用。帮助客户安全、节约、舒适地使用能源，成为智慧能源的追求者和倡导者。"
600360.SH,华微电子,819966.2492482623,366287.8970871369,115707257.28,华微半导体放电管芯片、华微二极管、华微功率晶体管、华微集成电路芯片、华微小型服务器,半导体分立器件、集成电路,公司主要从事功率半导体器件的设计研发、芯片制造、封装测试、销售等业务。公司坚持生产、研发、储备相结合的技术开发战略，不断向功率半导体器件的中高端技术及应用领域拓展。公司发挥自身产品设计、工艺设计等综合技术优势，已建立从高端二极管、单双向可控硅、MOS系列产品到第六代IGBT国内最齐全、最具竞争力的功率半导体器件产品体系，正逐步由单一器件供应商向整体解决方案供应商转变；同时公司积极向新能源汽车、军工等领域快速拓展，并已取得明显效果，为公司发展奠定了坚实的基础。
688123.SH,聚辰股份,814271.1296231557,85003.3380373444,108251077.72,13.56Mhz高频RFID芯片、NFC Tag系列、触式大容量CPU卡芯片、多I/O接口FLASH安全芯片、非接触式CPU卡芯片、非接触式逻辑加密卡芯片、高度集成的读卡器芯片、接触式储存卡芯片、接触式逻辑加密卡芯片、双界面CPU卡芯片,电子元器件,公司是一家落户于张江高科技园区的集成电路设计企业。公司主要经营模式为Fabless模式，在该模式下只从事集成电路产业链中的芯片设计和销售环节。公司目前拥有EEPROM、音圈马达驱动芯片和智能卡芯片三条主要产品线，应用于智能手机，通讯，汽车电子，工业控制等多种领域。公司拥有优秀的研发能力，在EEPROM细分领域技术储备深厚。优质的客户资源，丰富的产业链协同经验以及专业的技术人才都是公司的竞争优势。公司目前为全球领先的EEPROM设计企业，公司2018年市占率全球第三，国内排名第一。手机摄像头EEPROM领域市占率达43%。
300123.SZ,亚光科技,805955.9915572623,288392.4271369295,-1199385526.19,半导体分立器件、商务艇、私人游艇、特种艇、微波电路及组件,电子元器件、旅游景点,公司是国内规模最大、设计和研发技术水平最高、品种结构最齐全的复合材料船艇企业之一，连续多年公司复合材料船艇产量位列内资企业第一名。公司主要致力于高性能复合材料船艇设计、研发、生产、销售及服务，为客户提供从方案设计、产品制造到维修服务等全方位的个性化解决方案。公司拥有外观设计专利多项，同时通过与美国、意大利等知名游艇设计师的长期合作，与国际先进的设计理念和设计文化保持同步，并加以吸收创新，使得公司的设计能力处于国内领先地位。2017年，公司收购亚光电子97.38%股权，公司将在原有的复合材料船艇的业务的基础上，新增半导体元器件与微波电路及组件(合称军工产品)生产业务，亚光电子的产品主要包括半导体分立器件、微波电路及组件等军品及安防与专网通信等工程类业务，其军用产品作为雷达、电子对抗和通信系统的配套组件，长期应用于各类航天器材及机载、舰载、弹载等武器平台。
603938.SH,三孚股份,804337.1134052458,271863.12270124484,335655634.57,高纯四氯化硅、固钾、硫酸钾、三氯氢硅、液钾,有机化工原料,"公司是一家资源综合利用，经济循环发展的高科技化工企业。公司主要产品包括三氯氢硅、四氯化硅、光纤四氯化硅、氢氧化钾、硫酸钾、特种气体等，产品广泛应用于光伏、光纤、电子芯片等领域。公司项目建设立足于延伸产业链条，打造三孚特色产业体系。本着绿色环保的发展理念，公司三氯氢硅、四氯化硅、氢氧化钾、硫酸钾“两硅两钾”生产系统实现协调联动生产,资源循环利用，产品互相支撑的循环产业链条初步形成，走出了一条化工行业绿色循环发展新路。公司产品均通过ISO9001:2015质量管理体系、ISO14001:2015环境质量体系认证和OHSAS18001职业健康及安全管理体系认证。公司目前已与江苏中能、洛阳中硅、长飞光纤、浙江富通、辛集化工、金能科技等客户建立稳定的合作关系，产品销往国内多个省市，并出口到美洲、欧洲、中东、日本、韩国等多个国家，具有较为明显的客户资源和品牌优势。"
002428.SZ,云南锗业,796035.5042622951,324602.193033195,13961935.98,半绝缘体砷化镓晶体、大口径锗单晶、电磁屏蔽网栅、高纯二氧化锗、高效太阳能锗单晶片、光窗、光纤级四氯化锗、光学级锗晶体、红外光学锗毛坯、红外镜头、蓝宝石整流罩、棱镜、区熔锗锭(俗名：金属锗)、热像仪、塑料(PMMA)光学元件、有机锗,半导体材料、光学辅材、重有色金属,公司是集锗矿开采、精深加工和研发为一体的、锗产业链较为完整的高新技术企业，具有40余年的锗生产历史。公司拥有全资和控股子公司8家，下属企业分布在云南临沧、云南昆明、湖北武汉等地。公司于2004年通过了ISO9001国际质量管理体系认证，于2015年通过了ISO14001环境管理体系ISO18001职业健康安全体系认证。是2008年云南省第一批认定的“高新技术企业”和“国家火炬计划重点高新技术企业”，是2010年国家科学技术部认定的“临沧国家锗材料高新技术产业化基地骨干企业”。至2016年底，公司已拥有10大类产品：高纯二氧化锗、有机锗、区熔锗、红外锗光学元件、红外热像仪整机、太阳能电池用锗单晶及晶片、高效聚光太阳电池模组、光纤四氯化锗、高纯度砷化镓单晶及晶片、磷化铟单晶及晶片。
002741.SZ,光华科技,790161.7803670573,158122.39676763484,62296122.55,PCB复配化学品、PCB高纯化学品,其他化学品,公司始创于1980年，现已形成以“高性能电子化学品”、“高品质化学试剂”和“新能源材料”为主导的，集研发、生产、销售和服务为一体的专用化学品产业体系。自成立以来，光华科技坚持自主品牌运营，为广大客户提供高品质的产品与服务，提供全面系统的技术解决方案，是电子、表面处理、日化、生物医药、陶瓷、环保能源等领域标杆企业的整体服务方案提供商。公司实力雄厚，先后获得“国家高新技术企业”、“国家创新型企业”、“国家重点新产品”、“国家知识产权优势企业”和“广东省优秀民营科技企业”等一系列荣誉和称号。拥有一支以教授、博士和硕士为骨干的研发团队，并以此为依托，组建了“院士工作站”、“博士后科研工作站”、“广东省省级企业技术中心”和“广东省化学试剂工程技术研究开发中心”等创新平台，形成了完善的研发体系。
688300.SH,联瑞新材,784639.7586,75515.06122821577,172867734.23,结晶硅微粉、联瑞新材结晶硅微粉、联瑞新材球形硅微粉、联瑞新材熔融硅微粉、球形硅微粉、熔融硅微粉、氧化铝粉、针状粉,高分子聚合物、其他化学品,"公司是国内规模领先的硅微粉生产高新技术企业,专注于硅微粉产品的研发、制造和销售，是国内较早专业从事硅微粉研发制造企业，在硅微粉及下游应用行业有较大影响，公司产品可广泛应用于电子电路用覆铜板、芯片封装用环氧塑封料以及电工绝缘材料、胶粘剂、陶瓷、涂料等领域，终端应用于消费电子、汽车工业、航空航天、风力发电、国防军工等行业。公司成功突破利用火焰法高温制备电子级球形硅微粉的防粘壁、防积炭、防粘聚、粒度调控等关键工艺技术，产品的球形度、球化率、磁性异物等关键指标达到了国际领先水平，打破了日本等国家对电子级球形硅微粉产品的垄断，实现了同类产品的进口替代，并实现了在长征系列、天宫系列、神舟飞船等重点领域产品的应用。公司产品品质优异，深受客户的认可，销售市场遍布中国大陆、中国台湾、日本、韩国和东南亚等国家和地区。目前，公司已同世界级半导体塑封料厂商住友电工、日立化成、松下电工、KCC集团、华威电子，全球前十大覆铜板企业建滔集团、生益科技、南亚集团、联茂集团、金安国纪、台燿科技、韩国斗山集团等企业建立了合作关系，并成为该等企业的合格材料供应商。"
688630.SH,芯碁微装,774420.0852459017,145852.28153526972,106157288.87,IC掩膜版制版、IC制造直写光刻设备、OLED直写光刻设备自动线系统、激光直接成像(LDI)设备、丝网印刷激光直接制版设备、直接成像联机自动线系统、紫外LED直接成像(UVLED-DI)设备,专用设备与零部件,公司为国内少数在光刻技术领域里拥有关键核心技术，并能积极参与全球竞争的PCB直接成像设备及泛半导体直写光刻设备的供应商。专业从事以微纳直写光刻为技术核心的直接成像设备及直写光刻设备的研发、制造、销售以及相应的维保服务，主要产品及服务包括PCB直接成像设备及自动线系统、泛半导体直写光刻设备及自动线系统、其他激光直接成像设备以及上述产品的售后维保服务，产品功能涵盖微米到纳米的多领域光刻环节。公司在微纳直写光刻核心技术领域具有丰富的技术积累，在系统集成技术、光刻紫外光学及光源技术、高精度高速实时自动对焦技术、高精度高速对准多层套刻技术、高精度多轴高速大行程精密驱动控制技术、高可靠高稳定性及ECC技术、高速实时高精度图形处理技术和智能生产平台制造技术等前沿科技领域不断投入研发力量，持续构筑和强化产品技术壁垒。公司承担了一系列国家级、省级重大科研项目，例如“6代及以上平板显示投影曝光技术”成功入选国家工信部2019年工业强基实施方案(第二批)，“8寸晶圆封装直写光刻设备研制项目”入选安徽省战略性新兴产业集聚发展基地项目，“130-90nm晶圆制版光刻设备研制及产业化项目”入选安徽省重大科技专项等。
600410.SH,华胜天成,765355.8210992295,187125.16891286307,23104491.29,华胜天成CallCenter软件、华胜天成电信计费结算系统、华胜天成行业专用软件、华胜天成网管系统、华胜天成系统集成服务,CTI语音软件、行业专用软件、计费结算系统、网管软件、系统集成服务,公司是中国领袖级的IT综合服务提供商，是国内第一家服务网络覆盖整个大中华区域及部分东南亚的本土IT服务商，业务方向涉及云计算、移动互联网、物联网、信息安全等领域，业务领域涵盖IT产品化服务、应用软件开发、系统集成及增值分销等多种IT服务业务，是中国最早提出IT服务产品化的公司。公司立足于大中华市场，以为企业及政府客户提升IT核心能力为使命，以卓越的解决方案、对客户业务的深刻理解以及遍布大中华及部分东南亚区域的高效密集的服务交付网络，为客户提供贯穿其IT建设整个生命周期的“一站式”服务。公司在电信、邮政、金融、政府、教育、制造、能源、交通、军队等领域拥有大量成功案例。公司是中国首家全面通过ISO9001、ISO20000、ISO27001三大国际质量管理体系认证的IT服务提供商，中国第一家真正意义上网络覆盖整个大中华和部分东南亚区域的IT服务提供商。
300183.SZ,东软载波,757131.8983857705,241743.6513526971,133347220.88,TMS运输管理系统、WMS仓储管理系统、抄控器、第三代载波通信芯片、电子签章系统、东软协议通用集中器、短信平台管理系统、法院办公系统、干警业绩系统、各省份特殊集中器、供应链管理系统、国网II型采集器、国网I型采集器、国网系列载波通信芯片、国网智能集中器、行政装备系统、货代管理系统、科技法庭系统、审判流程管理系统、诉讼卷宗系统、通用采集器、物流配送管理系统,电子元器件、行业专用软件,公司以集成电路设计为基础，开展以融合通信为平台的技术研发，不断提升公司的技术研发实力和技术设计水平，已形成“芯片、软件、终端、系统、信息服务”的全产业链布局，在智能化与能源互联网大发展的浪潮中打造新的增长点，成为智能化、能源互联网领域的国际一流企业。为更好地满足能源互联网和智能化的应用的需求，公司不仅在MCU产品上加大研发投入，也在积极投入射频、安全、触摸等领域的芯片设计研发，构建了国内领先的SMART产品线体系，形成了芯片-软件-终端-系统-信息服务全产业链布局，在智能化和能源互联网领域形成了巨大的技术优势，进一步夯实了行业领先者地位，取得了核心竞争优势。在能源互联网板块，公司主要聚焦智能电网领域，公司提供从表计到主站系统的全方案解决方案，采用窄带低速、窄带高速与微功率无线结合的双模融合方案、高速载波方案等多种电力线通信方案，为国家电网提供用电信息采集系统解决方案。
300455.SZ,康拓红外,728252.0545405902,99849.27856431535,112883873.09,机车车辆检修智能仓储系统、列车运行故障动态图像检测系统、铁路车辆红外线轴温探测系统,行业专用软件,公司目前是重要的中国铁路车辆运行安全检测装备和服务的供应商，致力于提供一流的铁路安全产品和领先的解决方案，主要从事铁路车辆运行安全检测领域和机车车辆检修自动化领域相关设备的研发、生产、销售、安装和服务。公司主营产品为铁路车辆红外线轴温智能探测系统(THDS)、铁路车辆运行故障动态图像检测系统(TFDS)、机车车辆检修自动化立体库、铁路车辆信息化产品，市场份额一直保持行业前列。公司作为北京市高新技术企业、中关村高新技术企业、北京市双软企业、海淀区创新企业、中关村核心区重点创新型企业，拥有代表国内先进水平的专利技术几十项，拥有软件著作权和软件产品数十项，是北京市知识产权试点单位。公司开发研制的系列THDS红外线轴温探测系统等产品先后获得国家科技进步三等奖、北京市科技进步二等奖、铁道部科技进步一等奖、原航空航天部科技进步一等奖、中国铁道学会科学技术奖二等奖(5T系统)等奖项。公司还多次参与铁道部产品标准和相关规程的制定。
603068.SH,博通集成,721534.3905600983,144845.70775103735,58463643.79,5.8G产品、Wi-Fi产品、对讲机、广播收发、蓝牙数传、蓝牙音频、通用无线、无线麦克风,电子设备及加工,"公司成立于2004年12月1日,是一家提供无线通讯射频芯片和解决方案的集成电路设计公司，主要基于世界领先的RF-CMOS收发器设计技术和富有创新性的数字信号处理系统设计高集成度高性能的半导体产品。公司成立以来，已成功推出了世界首颗5.8-GHz无绳电话集成收发器芯片，集成度最高的2.4-GHz无绳电话收发器芯片，功耗最低的5.8-GHz通用无线FSK收发器芯片，世界首款满足我国公路不停车收费国家标准的5.8-GHz集成收发器芯片以及其他几个系列的具有广泛应用前景的集成电路产品。近年来，公司的研发团队在多个领域取得显著成绩，先后获得了上海市科技进步奖三等奖、上海市浦东新区科技进步奖二等奖、年度中国IC设计公司成就奖、年度最佳无线产品奖(BK8000蓝牙音频SoC)、年度十大大中华IC设计公司品牌奖、十大最具发展潜力中国IC设计公司等奖项。同时，公司凭借优质的产品和服务，赢得了品牌客户的广泛赞誉，树立了良好的品牌形象，营业收入和盈利水平均保持着较快的增长速度。"
003026.SZ,中晶科技,671816.5481967212,178336.67697925313,131336444.16,半导体硅棒、半导体硅片、中晶股份单晶硅、中晶股份单晶硅与多晶硅,半导体材料、化学矿,公司是一家专业从事硅材料研发、生产和销售的电子信息产业国家级高新技术企业。发行人是国家高新技术企业、全国半导体设备和材料标准化技术委员会成员单位，是中国半导体行业协会、中国电子材料行业协会会员单位，在半导体硅材料制造领域拥有多项核心技术和专利。发行人核心管理团队拥有二十多年的半导体行业从业经验，长期致力于半导体硅材料的研发与生产，在研发、生产工艺、质量控制等方面拥有完善的技术储备和强大的技术创新能力。经过近十年的发展，目前发行人在分立器件用半导体硅材料领域尤其是硅研磨片细分领域已具有领先的市场地位。
